oficinasolicita,oficinaacepta,usuariosolicita,usuarioacepta,comprobantetransferencia,estadotransferencia,codproducto,cantidad_enteros,cantidad_fraccion,sumaventacajas,sumavalorventa,tipo_venta_transferencia,aniomes
485,470,CFCASTILLO,,485-001-0023589,ACEPTADA,0000121338,1.0,1.0,1.0,27.3929,VENTA TOTAL,202404
485,470,KVAPONTE,MPROJASCH,485-003-0023769,ACEPTADA,0000120717,1.0,10.0,,,SIN VENTA,202404
485,470,KVAPONTE,MPROJASCH,485-003-0023765,ANULADA,0000120717,1.0,10.0,,,ANULADA,202404
485,470,CFCASTILLO,,485-002-0023702,ACEPTADA,0000126399,3.0,3.0,3.0,2.61,VENTA TOTAL,202404
485,470,CFCASTILLO,,485-001-0023636,ACEPTADA,0000136739,1.0,1.0,3.0,0.03,VENTA TOTAL,202404
485,470,KVAPONTE,MPROJASCH,485-001-0023840,ACEPTADA,0000115287,1.0,28.0,1.0,26.32,VENTA TOTAL,202404
485,470,KTMORENO,,485-002-0023812,ACEPTADA,0000132868,1.0,10.0,1.4,17.85,VENTA TOTAL,202404
485,470,CFCASTILLO,TFCELI,485-002-0023703,ACEPTADA,0000128228,1.0,1.0,,,SIN VENTA,202404
485,470,KVAPONTE,,485-003-0023999,ACEPTADA,0000139300,1.0,1.0,1.0,47.82,VENTA TOTAL,202404
485,470,KTMORENO,TFCELI,485-002-0023839,ACEPTADA,0000128761,1.0,1.0,1.0,12.046,VENTA TOTAL,202404
485,470,JCGONZALEO,TFCELI,485-004-0023850,ACEPTADA,0000133920,1.0,1.0,1.0,8.5234,VENTA TOTAL,202404
485,470,CFCASTILLO,TFCELI,485-003-0023814,ACEPTADA,0000109181,1.0,1.0,,,SIN VENTA,202404
485,470,KTMORENO,TFCELI,485-002-0023838,ACEPTADA,0000131260,1.0,1.0,1.0,26.6847,VENTA TOTAL,202404
485,470,CFCASTILLO,,485-001-0023620,ACEPTADA,0000136739,1.0,1.0,4.0,0.03,VENTA TOTAL,202404
485,470,CFCASTILLO,,485-001-0023766,ACEPTADA,14627,1.0,1.0,1.0,10.4236,VENTA TOTAL,202404
485,470,CFCASTILLO,,485-001-0024002,ACEPTADA,0000113249,0.08928571428571429,5.0,0.08928571428571429,4.1512,VENTA TOTAL,202404
485,470,CFCASTILLO,MPROJASCH,485-003-0023809,ACEPTADA,0000130971,1.0,1.0,1.0,45.4598,VENTA TOTAL,202404
485,470,KTMORENO,MPROJASCH,485-003-0023949,ACEPTADA,0000124297,0.5,6.0,2.5,38.016,VENTA TOTAL,202404
485,470,KTMORENO,MPROJASCH,485-001-0023892,ACEPTADA,0000113250,0.625,35.0,1.0,40.526,VENTA TOTAL,202404
485,470,HGROMERO,MPROJASCH,485-002-0023909,ACEPTADA,0000113527,1.0,1.0,2.0,7.32,VENTA TOTAL,202404
1791,470,DKROSADO,TFCELI,1791-002-0005101,ACEPTADA,0000139588,1.5,30.0,3.0,33.4656,VENTA TOTAL,202404
1791,470,EJSIGCHO,TFCELI,1791-001-0005050,ACEPTADA,07055,1.0,2.0,4.0,33.7344,VENTA TOTAL,202404
1791,470,EJSIGCHO,,1791-001-0005088,ACEPTADA,0000142130,1.0,30.0,1.0,12.4383,VENTA TOTAL,202404
1791,470,DKROSADO,TFCELI,1791-002-0005108,ACEPTADA,0000134363,1.0,14.0,0.49999999999999994,8.44,VENTA PARCIAL,202404
1791,470,EJSIGCHO,,1791-002-0005146,ACEPTADA,0000109089,1.0,30.0,1.0,26.784,VENTA TOTAL,202404
1791,470,EJSIGCHO,,1791-001-0005133,ACEPTADA,0000142419,0.3333333333333333,10.0,1.0,24.561,VENTA TOTAL,202404
1791,470,EJSIGCHO,,1791-001-0005089,ACEPTADA,0000138127,1.0,1.0,1.0,17.5687,VENTA TOTAL,202404
1791,470,EJSIGCHO,TFCELI,1791-001-0005087,ACEPTADA,0000131022,1.0,1.0,2.0,18.6,VENTA TOTAL,202404
1791,470,EJSIGCHO,,1791-002-0005011,ACEPTADA,0000139192,0.3333333333333333,10.0,0.3333333333333333,10.37,VENTA TOTAL,202404
1791,470,DKROSADO,,1791-002-0005051,ACEPTADA,0000141868,1.0,1.0,1.0,22.8144,VENTA TOTAL,202404
3170,470,MJVILLAFUE,MPROJASCH,3170-501-0001217,ACEPTADA,05935,1.0,30.0,,,SIN VENTA,202404
3170,470,YKGUAJALA,MPROJASCH,3170-500-0001122,ACEPTADA,0000111777,1.0,1.0,1.0,20.25,VENTA TOTAL,202404
1842,470,GCLOPEZ,TFCELI,1842-501-0005442,ACEPTADA,07436,1.0,14.0,1.0,14.9845,VENTA TOTAL,202404
1842,470,GCLOPEZ,MPROJASCH,1842-501-0005328,ACEPTADA,0000141743,1.0,1.0,1.0,9.6,VENTA TOTAL,202404
1889,470,JGVALAREZO,TFCELI,1889-501-0002328,ACEPTADA,0000140905,0.58,29.0,0.42,4.4566,VENTA PARCIAL,202404
2175,470,NABERMEO,MPROJASCH,2175-500-0000205,ACEPTADA,0000130827,1.0,30.0,1.0,37.8,VENTA TOTAL,202404
2175,470,NABERMEO,MPROJASCH,2175-500-0000201,ACEPTADA,19568,1.0,1.0,1.0,4.3688,VENTA TOTAL,202404
2175,470,NABERMEO,TFCELI,2175-500-0000176,ACEPTADA,0000105574,1.0,1.0,1.0,25.7547,VENTA TOTAL,202404
1867,470,KIBAUTISTA,TFCELI,1867-502-0006325,ACEPTADA,0000104565,1.0,30.0,2.0,20.4,VENTA TOTAL,202404
1867,470,CMCAMPOVER,,1867-501-0006366,ACEPTADA,0000141901,1.0,1.0,3.0,54.6268,VENTA TOTAL,202404
1867,470,CMCAMPOVER,MPROJASCH,1867-501-0006365,ACEPTADA,0000121374,1.0,30.0,1.0,33.0,VENTA TOTAL,202404
1867,470,CMCAMPOVER,TFCELI,1867-501-0006357,ACEPTADA,14177,1.0,30.0,1.0,38.7,VENTA TOTAL,202404
1867,470,CMCAMPOVER,MPROJASCH,1867-501-0006253,ACEPTADA,01308,1.0,30.0,,,SIN VENTA,202404
1867,470,KIBAUTISTA,,1867-502-0006319,ACEPTADA,0000141968,1.0,1.0,1.0,16.25,VENTA TOTAL,202404
352,470,AJIMENEZR,TFCELI,352-001-0035167,ACEPTADA,0000138317,1.0,28.0,3.2857142857142856,134.3223,VENTA TOTAL,202404
352,470,NCRUIZ,TFCELI,352-003-0035292,ACEPTADA,0000135164,0.5,10.0,0.5,31.008,VENTA TOTAL,202404
369,470,MLCHAMBA,MPROJASCH,369-004-0024648,ACEPTADA,12136,1.0,30.0,2.0,15.624,VENTA TOTAL,202404
369,470,BRESPINOZA,MPROJASCH,369-004-0024693,ACEPTADA,0000135746,2.0,10.0,4.0,39.978,VENTA TOTAL,202404
369,470,BRESPINOZA,TFCELI,369-004-0024521,ACEPTADA,0000135800,0.1,3.0,2.0,48.222,VENTA TOTAL,202404
369,470,BRESPINOZA,MPROJASCH,369-004-0024747,ACEPTADA,0000140713,0.1,3.0,,,SIN VENTA,202404
369,470,MLCHAMBA,MPROJASCH,369-004-0024649,ACEPTADA,0000136568,3.0,15.0,6.0,54.78,VENTA TOTAL,202404
369,470,BRESPINOZA,,369-004-0024733,ACEPTADA,0000140713,0.1,3.0,0.26666666666666666,8.7312,VENTA TOTAL,202404
369,470,BRESPINOZA,,369-004-0024715,ACEPTADA,0000129869,1.0,30.0,1.0,18.204,VENTA TOTAL,202404
369,470,PJCARRION,,369-002-0024476,ACEPTADA,0000136739,1.0,1.0,1.0,0.0,VENTA TOTAL,202404
369,470,BRESPINOZA,MPROJASCH,369-004-0024748,ACEPTADA,0000124962,0.2,6.0,,,SIN VENTA,202404
369,470,PJCARRION,,369-002-0024471,ACEPTADA,13002,4.0,4.0,4.0,22.048,VENTA TOTAL,202404
1907,470,NYMALDONA,MPROJASCH,1907-500-0002730,ACEPTADA,0000109012,1.0,30.0,1.0,20.16,VENTA TOTAL,202404
1907,470,NYMALDONA,,1907-500-0002762,ACEPTADA,15544,1.0,20.0,1.0,18.832,VENTA TOTAL,202404
316,470,BAANGAMAR,,316-001-0004923,ACEPTADA,0000141808,1.0,1.0,1.0,19.92,VENTA TOTAL,202404
316,470,DKRIVAS,,316-002-0004984,ACEPTADA,00975,0.1,10.0,0.1,0.927,VENTA TOTAL,202404
316,470,DKRIVAS,,316-002-0004970,ACEPTADA,0000107714,1.0,1.0,1.0,14.9648,VENTA TOTAL,202404
1985,470,JDSAMANIEG,MPROJASCH,1985-501-0002252,ACEPTADA,0000129810,1.0,1.0,1.0,28.95,VENTA TOTAL,202404
1985,470,KOORTIZ,,1985-500-0002239,ACEPTADA,0000134156,0.2,6.0,0.2,11.1246,VENTA TOTAL,202404
1985,470,JDSAMANIEG,MPROJASCH,1985-500-0002306,ACEPTADA,0000107359,1.0,30.0,0.6666666666666666,18.042,VENTA PARCIAL,202404
1985,470,JDSAMANIEG,TFCELI,1985-501-0002275,ACEPTADA,06779,1.0,1.0,1.0,11.7,VENTA TOTAL,202404
1985,470,JDSAMANIEG,TFCELI,1985-501-0002276,ACEPTADA,23534,1.0,10.0,2.0,13.248,VENTA TOTAL,202404
1985,470,KOORTIZ,TFCELI,1985-501-0002270,ACEPTADA,0000104649,1.0,1.0,1.0,17.1875,VENTA TOTAL,202404
1985,470,FNFERNANDE,TFCELI,1985-500-0002297,ACEPTADA,06701,1.0,30.0,2.0,45.9,VENTA TOTAL,202404
1985,470,FNFERNANDE,MPROJASCH,1985-500-0002238,ACEPTADA,0000122352,0.23333333333333334,7.0,,,SIN VENTA,202404
1985,470,KOORTIZ,TFCELI,1985-500-0002240,ACEPTADA,0000134156,0.3,9.0,,,SIN VENTA,202404
1985,470,FNFERNANDE,MPROJASCH,1985-500-0002277,ACEPTADA,0000131500,1.0,30.0,1.3333333333333333,10.2,VENTA TOTAL,202404
1985,470,JDSAMANIEG,,1985-501-0002236,ACEPTADA,0000137305,1.0,1.0,1.0,4.0387,VENTA TOTAL,202404
1985,470,FNFERNANDE,,1985-500-0002237,ACEPTADA,0000122352,0.7666666666666667,23.0,1.0,25.65,VENTA TOTAL,202404
1985,470,JDSAMANIEG,TFCELI,1985-501-0002283,ACEPTADA,0000116983,1.0,1.0,1.0,4.06,VENTA TOTAL,202404
1985,470,JDSAMANIEG,TFCELI,1985-501-0002250,ANULADA,0000129810,1.0,1.0,,,ANULADA,202404
1985,470,FNFERNANDE,MPROJASCH,1985-500-0002248,ACEPTADA,0000130144,1.0,30.0,1.0,28.23,VENTA TOTAL,202404
2128,470,JACABRERAM,TFCELI,2128-501-0000740,ACEPTADA,0000120455,1.0,30.0,,,SIN VENTA,202404
2128,470,JMBENAVIDE,TFCELI,2128-501-0000711,ACEPTADA,0000127976,1.0,1.0,2.0,107.1984,VENTA TOTAL,202404
2128,470,ACVASQUEZ,,2128-500-0000726,ACEPTADA,0000130149,1.0,60.0,0.25,3.6678,VENTA PARCIAL,202404
1712,470,EBCUEVA,TFCELI,1712-002-0003445,ACEPTADA,11604,0.23333333333333334,7.0,,,SIN VENTA,202404
352,1728,AJIMENEZR,JMRODAS,352-001-0034928,ACEPTADA,0000140892,1.0,1.0,6.0,757.536,VENTA TOTAL,202404
1791,2085,PAARMIJOSP,GTELIZALDE,1791-001-0005120,ACEPTADA,15542,1.0,30.0,,,SIN VENTA,202404
1791,2085,PAARMIJOSP,GTELIZALDE,1791-001-0005139,ACEPTADA,15542,1.0,30.0,1.0,22.7151,VENTA TOTAL,202404
352,2085,AJIMENEZR,SEVALAREZO,352-001-0035078,ANULADA,0000143115,1.0,1.0,,,ANULADA,202404
3186,2126,SPGONZALEZ,PESARANGO,3186-501-0000219,ACEPTADA,0000130196,3.0,3.0,2.0,41.6375,VENTA PARCIAL,202404
3186,2126,SPGONZALEZ,PESARANGO,3186-501-0000222,ACEPTADA,0000139754,1.0,1.0,,,SIN VENTA,202404
1811,2126,AEBUSTAMAN,PESARANGO,1811-051-0003848,ACEPTADA,0000134171,1.0,1.0,1.0,35.2556,VENTA TOTAL,202404
352,2126,NCRUIZ,KVJUMBO,352-003-0034906,ACEPTADA,0000114053,2.0,2.0,2.0,24.0714,VENTA TOTAL,202404
352,2126,AJIMENEZR,PESARANGO,352-001-0035150,ACEPTADA,0000135987,1.0,1.0,,,SIN VENTA,202404
352,2126,AJIMENEZR,,352-001-0035253,ACEPTADA,0000143421,1.0,1.0,1.0,15.42,VENTA TOTAL,202404
352,2126,AJIMENEZR,,352-001-0035182,ACEPTADA,0000143421,1.0,1.0,1.0,15.42,VENTA TOTAL,202404
352,2126,AJIMENEZR,PESARANGO,352-001-0035346,ACEPTADA,0000128840,2.0,10.0,12.0,63.45,VENTA TOTAL,202404
352,2126,EAJARAMILL,PESARANGO,352-002-0035123,ACEPTADA,0000136988,1.0,1.0,1.0,32.7856,VENTA TOTAL,202404
369,2126,BRESPINOZA,,369-004-0024482,ACEPTADA,0000136197,1.0,1.0,1.0,9.9804,VENTA TOTAL,202404
1907,2126,NYMALDONA,PESARANGO,1907-500-0002787,ACEPTADA,0000132114,3.0,3.0,,,SIN VENTA,202404
1907,2126,MFPINOS,,1907-501-0002772,ACEPTADA,0000143031,1.0,1.0,1.0,0.0,VENTA TOTAL,202404
1985,2126,JDSAMANIEG,,1985-501-0002196,ACEPTADA,0000131762,1.0,1.0,1.0,15.573,VENTA TOTAL,202404
1985,2126,FNFERNANDE,,1985-500-0002247,ACEPTADA,0000107309,0.16666666666666666,1.0,0.16666666666666666,2.59,VENTA TOTAL,202404
1915,2126,EDALVARADO,PESARANGO,1915-500-0000679,ACEPTADA,0000132990,1.0,1.0,,,SIN VENTA,202404
1915,2126,EDALVARADO,PESARANGO,1915-500-0000679,ACEPTADA,0000120230,1.0,1.0,,,SIN VENTA,202404
1833,2126,CIALVARADO,KVJUMBO,1833-051-0004333,ACEPTADA,09438,1.0,30.0,,,SIN VENTA,202404
1833,2126,MEROMERO,KVJUMBO,1833-051-0004370,ACEPTADA,0000120230,1.0,1.0,,,SIN VENTA,202404
1889,2126,JGVALAREZO,KVJUMBO,1889-501-0002299,ANULADA,0000133688,1.0,1.0,,,ANULADA,202404
470,352,MPROJASCH,,470-001-0012152,ACEPTADA,0000121087,1.0,1.0,1.0,6.4768,VENTA TOTAL,202404
470,352,MPROJASCH,AJIMENEZR,470-001-0012166,ACEPTADA,15184,2.0,2.0,3.0,18.705,VENTA TOTAL,202404
470,352,MPROJASCH,NCRUIZ,470-001-0012075,ACEPTADA,08407,0.4,4.0,1.4,34.146,VENTA TOTAL,202404
470,352,MPROJASCH,NCRUIZ,470-001-0012075,ACEPTADA,0000130980,1.0,1.0,1.0,7.308,VENTA TOTAL,202404
470,352,MPROJASCH,,470-001-0012055,ACEPTADA,0000138028,1.0,30.0,1.0,33.201,VENTA TOTAL,202404
470,352,MPROJASCH,NCRUIZ,470-001-0012108,ACEPTADA,0000129493,1.0,30.0,1.0,85.92,VENTA TOTAL,202404
470,352,MPROJASCH,,470-001-0012147,ACEPTADA,0000140004,1.0,1.0,1.0,11.952,VENTA TOTAL,202404
470,352,MPROJASCH,NCRUIZ,470-001-0012075,ACEPTADA,12513,1.0,6.0,1.0,2.7902,VENTA TOTAL,202404
470,352,MPROJASCH,AJIMENEZR,470-002-0012133,ACEPTADA,0000142900,1.0,30.0,2.0,42.84,VENTA TOTAL,202404
470,352,TFCELI,AJIMENEZR,470-002-0012050,ACEPTADA,0000131775,1.0,28.0,1.0,21.624,VENTA TOTAL,202404
470,352,MPROJASCH,,470-001-0012038,ACEPTADA,0000129493,1.0,30.0,1.0,85.92,VENTA TOTAL,202404
470,352,MPROJASCH,NCRUIZ,470-001-0012107,ACEPTADA,10416,1.0,30.0,,,SIN VENTA,202404
470,352,MPROJASCH,NCRUIZ,470-001-0012107,ACEPTADA,0000139534,1.0,30.0,,,SIN VENTA,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032164,ACEPTADA,0000128910,1.0,1.0,1.0,106.5,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-002-0032134,ANULADA,0000128910,1.0,1.0,,,ANULADA,202404
390,352,MGHURTADO,,390-002-0031974,ACEPTADA,0000142155,1.0,1.0,1.0,9.0625,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0032208,ACEPTADA,09054,1.0,1.0,1.0,4.65,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0031903,ACEPTADA,0000140635,1.0,1.0,1.0,1.125,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-002-0032072,ACEPTADA,0000128436,0.13333333333333333,4.0,1.0,40.8,VENTA TOTAL,202404
390,352,MGHURTADO,AJIMENEZR,390-002-0031934,ACEPTADA,0000120688,0.23333333333333334,7.0,1.2333333333333334,30.69,VENTA TOTAL,202404
390,352,KOORTIZ,AJIMENEZR,390-003-0032103,ACEPTADA,04416,1.0,1.0,1.0,3.1776,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0032026,ACEPTADA,05818,0.16666666666666666,5.0,0.7,9.8637,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-002-0032154,ACEPTADA,0000135395,2.0,2.0,19.0,49.9,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-002-0032157,ACEPTADA,0000143067,1.0,1.0,1.0,5.7913,VENTA TOTAL,202404
390,352,MCESPEJO,NCRUIZ,390-002-0031926,ACEPTADA,0000134209,0.3333333333333333,10.0,1.0,30.24,VENTA TOTAL,202404
390,352,MCESPEJO,,390-001-0031959,,0000136318,1.0,30.0,,,SIN VENTA,202404
390,352,PFCRIOLLOM,NCRUIZ,390-002-0032038,ACEPTADA,01384,1.0,1.0,1.0,11.31,VENTA TOTAL,202404
390,352,GPMARTINEZ,AJIMENEZR,390-003-0032073,ACEPTADA,0000139760,1.0,30.0,2.0,4.68,VENTA TOTAL,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032056,ACEPTADA,0000113035,1.0,30.0,1.5,35.4375,VENTA TOTAL,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032056,ACEPTADA,0000121776,1.0,90.0,1.0888888888888888,22.5,VENTA TOTAL,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032077,ACEPTADA,0000128910,2.0,2.0,3.0,315.02,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-002-0032152,ACEPTADA,0000142466,1.0,60.0,2.0,31.248,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0032063,ACEPTADA,0000138028,1.0,30.0,1.0,28.08,VENTA TOTAL,202404
390,352,MGHURTADO,EAJARAMILL,390-002-0031953,ACEPTADA,0000122886,1.0,20.0,,,SIN VENTA,202404
390,352,GPMARTINEZ,AJIMENEZR,390-003-0032073,ACEPTADA,0000131986,1.0,30.0,1.0,36.0,VENTA TOTAL,202404
390,352,MGHURTADO,NCRUIZ,390-003-0032137,ACEPTADA,0000128910,1.0,1.0,1.0,106.5,VENTA TOTAL,202404
390,352,PFCRIOLLOM,NCRUIZ,390-002-0032158,ACEPTADA,0000129496,2.0,2.0,2.0,7.8661,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-002-0032025,ACEPTADA,0000141327,1.0,1.0,1.0,18.5625,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-002-0032074,ACEPTADA,0000138071,1.0,1.0,1.0,10.426,VENTA TOTAL,202404
390,352,MCESPEJO,,390-001-0031994,ACEPTADA,07489,1.0,30.0,0.13333333333333333,3.2876,VENTA PARCIAL,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032058,ACEPTADA,0000141752,1.0,1.0,4.0,41.12,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-003-0032085,ACEPTADA,0000128910,1.0,1.0,1.0,106.5,VENTA TOTAL,202404
390,352,GPMARTINEZ,AJIMENEZR,390-004-0031921,ACEPTADA,12693,1.0,1.0,1.0,5.4286,VENTA TOTAL,202404
390,352,MCESPEJO,,390-002-0031923,ACEPTADA,0000122352,0.23333333333333334,7.0,0.23333333333333334,5.04,VENTA TOTAL,202404
390,352,MGHURTADO,,390-003-0032023,ACEPTADA,0000142947,1.0,1.0,1.0,1.815,VENTA TOTAL,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032056,ACEPTADA,0000105418,1.0,1.0,2.0,8.064,VENTA TOTAL,202404
390,352,MCESPEJO,,390-001-0031960,ACEPTADA,0000134832,0.4,12.0,1.0,30.45,VENTA TOTAL,202404
390,352,KOORTIZ,,390-003-0032114,ACEPTADA,0000130728,0.125,1.0,1.25,16.161,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-002-0032072,ACEPTADA,0000123237,1.0,30.0,1.0,9.84,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-003-0031982,ACEPTADA,0000142410,1.0,30.0,1.0,21.66,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-003-0031997,ACEPTADA,12034,1.0,1.0,1.0,2.8381,VENTA TOTAL,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032028,ACEPTADA,05949,1.0,30.0,1.0,9.609,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-002-0032154,ACEPTADA,0000135404,2.0,2.0,16.0,39.92,VENTA TOTAL,202404
390,352,MCESPEJO,NCRUIZ,390-001-0031963,ACEPTADA,0000134578,1.0,30.0,0.8333333333333334,9.495,VENTA PARCIAL,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032202,ACEPTADA,0000000003,1.0,30.0,4.0,52.32,VENTA TOTAL,202404
390,352,PFCRIOLLOM,NCRUIZ,390-002-0032033,ACEPTADA,0000116279,0.7857142857142857,11.0,2.142857142857143,40.6926,VENTA TOTAL,202404
390,352,MCESPEJO,NCRUIZ,390-001-0031966,ACEPTADA,09904,2.0,60.0,2.0,12.588,VENTA TOTAL,202404
390,352,GPMARTINEZ,NCRUIZ,390-004-0031915,ACEPTADA,0000111894,1.0,28.0,1.0,11.424,VENTA TOTAL,202404
390,352,GPMARTINEZ,NCRUIZ,390-004-0031928,ACEPTADA,0000122048,1.0,60.0,1.0,39.6,VENTA TOTAL,202404
390,352,PFCRIOLLOM,NCRUIZ,390-003-0031944,ACEPTADA,0000128038,5.0,5.0,10.0,33.8,VENTA TOTAL,202404
390,352,MCESPEJO,,390-002-0032170,ACEPTADA,0000131775,0.5,14.0,0.5,12.614,VENTA TOTAL,202404
390,352,MCESPEJO,AJIMENEZR,390-001-0031967,ACEPTADA,0000102515,1.0,50.0,1.06,6.9748,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0032078,ACEPTADA,13800,0.16666666666666666,5.0,1.0,54.0,VENTA TOTAL,202404
390,352,GPMARTINEZ,AJIMENEZR,390-003-0032049,ACEPTADA,0000143420,1.0,1.0,1.0,9.9502,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0032091,ACEPTADA,0000135563,1.0,1.0,1.0,13.0,VENTA TOTAL,202404
390,352,GPMARTINEZ,NCRUIZ,390-003-0032064,ACEPTADA,0000128910,1.0,1.0,11.0,1106.5,VENTA TOTAL,202404
390,352,PFCRIOLLOM,NCRUIZ,390-003-0031980,ACEPTADA,0000110098,1.0,30.0,1.0,11.121,VENTA TOTAL,202404
390,352,PFCRIOLLOM,NCRUIZ,390-003-0031980,ACEPTADA,0000130088,1.0,10.0,3.0,27.72,VENTA TOTAL,202404
390,352,GPMARTINEZ,EAJARAMILL,390-003-0032143,ACEPTADA,0000142754,1.0,1.0,1.0,18.204,VENTA TOTAL,202404
390,352,MCESPEJO,,390-001-0031959,,0000134832,0.4,12.0,,,SIN VENTA,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032191,ACEPTADA,04163,0.3333333333333333,10.0,,,SIN VENTA,202404
390,352,MGHURTADO,,390-002-0032050,ACEPTADA,0000112197,0.03571428571428571,1.0,1.0714285714285714,38.151,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0032126,ACEPTADA,0000130660,0.6666666666666666,20.0,1.0,14.619,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-002-0032194,ACEPTADA,0000135397,1.0,30.0,1.0,57.75,VENTA TOTAL,202404
390,352,MCESPEJO,,390-001-0031960,ACEPTADA,0000136318,1.0,30.0,1.0,33.396,VENTA TOTAL,202404
390,352,PFCRIOLLOM,NCRUIZ,390-003-0031910,ACEPTADA,0000124506,1.0,60.0,1.0,7.8384,VENTA TOTAL,202404
390,352,MGHURTADO,AJIMENEZR,390-002-0032005,ACEPTADA,0000130088,2.0,20.0,2.0,18.75,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0032200,ACEPTADA,0000133642,0.03333333333333333,1.0,1.0,19.2,VENTA TOTAL,202404
390,352,PFCRIOLLOM,NCRUIZ,390-002-0032033,ACEPTADA,01104,0.6,6.0,1.2,3.78,VENTA TOTAL,202404
390,352,MCESPEJO,EAJARAMILL,390-003-0032198,ACEPTADA,0000138072,1.0,1.0,1.0,12.1652,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-003-0032087,ACEPTADA,0000130657,0.6666666666666666,20.0,1.0,39.342,VENTA TOTAL,202404
390,352,KOORTIZ,,390-003-0032114,ACEPTADA,0000130086,1.0,2.0,1.0,41.04,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0031958,ACEPTADA,12646,1.0,1.0,1.0,9.0432,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-003-0031902,ACEPTADA,0000100163,3.0,3.0,6.0,8.568,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-003-0031897,ACEPTADA,0000129213,4.0,4.0,4.0,11.4,VENTA TOTAL,202404
390,352,MGHURTADO,EAJARAMILL,390-002-0031950,ACEPTADA,0000136771,2.0,20.0,4.0,67.6,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0032124,ACEPTADA,12450,0.16666666666666666,5.0,0.16666666666666666,4.0,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-003-0031982,ACEPTADA,05665,0.4,8.0,1.0,4.006,VENTA TOTAL,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032029,ACEPTADA,0000132992,1.0,1.0,1.0,12.7425,VENTA TOTAL,202404
390,352,KOORTIZ,,390-001-0032138,ACEPTADA,0000139167,1.0,10.0,2.0,24.734,VENTA TOTAL,202404
390,352,MGHURTADO,EAJARAMILL,390-002-0032095,ACEPTADA,16666,1.0,1.0,1.0,10.5672,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-002-0032041,ACEPTADA,0000138279,1.0,1.0,1.0,7.22,VENTA TOTAL,202404
390,352,MCESPEJO,,390-001-0031961,ACEPTADA,0000138671,0.3,3.0,0.7,8.512,VENTA TOTAL,202404
390,352,PFCRIOLLOM,,390-001-0032193,ACEPTADA,0000121996,0.4,24.0,2.0,35.64,VENTA TOTAL,202404
390,352,PFCRIOLLOM,AJIMENEZR,390-003-0031932,ACEPTADA,13612,1.0,28.0,,,SIN VENTA,202404
390,352,MGHURTADO,,390-002-0031940,ACEPTADA,11976,1.0,1.0,5.0,3.372,VENTA TOTAL,202404
390,352,MCESPEJO,,390-002-0031999,ACEPTADA,0000130673,0.16666666666666666,1.0,1.1666666666666667,15.736,VENTA TOTAL,202404
390,352,MGHURTADO,,390-002-0032066,ACEPTADA,0000104565,1.0,30.0,0.3333333333333333,3.6344,VENTA PARCIAL,202404
390,352,MGHURTADO,NCRUIZ,390-002-0032093,ANULADA,02188,1.0,30.0,,,ANULADA,202404
390,352,PFCRIOLLOM,EAJARAMILL,390-003-0031908,ACEPTADA,0000138074,1.0,1.0,1.0,22.48,VENTA TOTAL,202404
