oficinasolicita,oficinaacepta,usuariosolicita,usuarioacepta,comprobantetransferencia,estadotransferencia,codproducto,cantidad_enteros,cantidad_fraccion,sumaventacajas,sumavalorventa,tipo_venta_transferencia,aniomes
1945,390,GCSOLORZA,,1945-500-0001520,ACEPTADA,0000143401,2.0,2.0,2.0,3.46,VENTA TOTAL,202404
1945,390,KAJIMENEZ,MGHURTADO,1945-500-0001532,ACEPTADA,0000143070,1.0,30.0,3.0,23.76,VENTA TOTAL,202404
1945,390,SMTORRESJ,PFCRIOLLOM,1945-501-0001521,ACEPTADA,0000118874,1.0,30.0,,,SIN VENTA,202404
1945,390,SMTORRESJ,PFCRIOLLOM,1945-501-0001521,ACEPTADA,0000122938,1.0,30.0,,,SIN VENTA,202404
1945,390,KAJIMENEZ,MGHURTADO,1945-500-0001532,ACEPTADA,0000111141,1.0,1.0,,,SIN VENTA,202404
1945,390,SMTORRESJ,,1945-501-0001525,ACEPTADA,0000131974,0.25,10.0,0.25,7.596,VENTA TOTAL,202404
1945,390,SMTORRESJ,,1945-501-0001519,ACEPTADA,0000129810,1.0,1.0,1.0,24.392,VENTA TOTAL,202404
1945,390,KAJIMENEZ,MGHURTADO,1945-500-0001532,ACEPTADA,0000108677,1.0,1.0,,,SIN VENTA,202404
1791,390,DKROSADO,,1791-002-0005057,ACEPTADA,0000142025,1.0,1.0,1.0,13.94,VENTA TOTAL,202404
1791,390,DKROSADO,AEBUSTAMAN,1791-001-0005070,ACEPTADA,0000142859,1.0,1.0,1.0,20.775,VENTA TOTAL,202404
1791,390,PAARMIJOSP,MCESPEJO,1791-001-0005138,ACEPTADA,0000126538,1.0,30.0,1.0,12.6,VENTA TOTAL,202404
1791,390,DKROSADO,,1791-002-0005131,ACEPTADA,05374,1.0,30.0,1.0,4.248,VENTA TOTAL,202404
1791,390,DKROSADO,MCESPEJO,1791-001-0005038,ACEPTADA,0000130665,2.0,4.0,,,SIN VENTA,202404
1791,390,DKROSADO,,1791-001-0005022,ACEPTADA,0000131099,1.0,1.0,1.0,5.117,VENTA TOTAL,202404
1791,390,DKROSADO,MCESPEJO,1791-001-0005025,ACEPTADA,0000128905,2.0,2.0,,,SIN VENTA,202404
1791,390,EJSIGCHO,GPMARTINEZ,1791-001-0005052,ACEPTADA,08045,1.0,20.0,1.0,11.1164,VENTA TOTAL,202404
1791,390,EJSIGCHO,PFCRIOLLOM,1791-002-0005021,ACEPTADA,0000115787,1.0,28.0,1.0,0.0,VENTA TOTAL,202404
1791,390,EJSIGCHO,GPMARTINEZ,1791-002-0005008,ACEPTADA,01255,0.2857142857142857,8.0,0.2857142857142857,3.2,VENTA TOTAL,202404
1791,390,EJSIGCHO,,1791-002-0005004,ACEPTADA,0000134920,1.0,1.0,1.0,31.248,VENTA TOTAL,202404
1791,390,DKROSADO,,1791-001-0005035,ACEPTADA,0000111199,1.0,6.0,1.6666666666666667,31.962,VENTA TOTAL,202404
1791,390,DKROSADO,MGHURTADO,1791-001-0005005,ACEPTADA,0000106082,0.2,6.0,1.2,40.32,VENTA TOTAL,202404
1791,390,EJSIGCHO,,1791-001-0005062,ACEPTADA,0000123241,1.0,1.0,1.0,35.3312,VENTA TOTAL,202404
1791,390,EJSIGCHO,,1791-001-0005134,ACEPTADA,0000118452,1.0,1.0,1.0,83.31,VENTA TOTAL,202404
1791,390,DKROSADO,AEBUSTAMAN,1791-001-0005070,ACEPTADA,0000104048,1.0,1.0,1.0,6.298,VENTA TOTAL,202404
1791,390,DKROSADO,,1791-002-0005126,ACEPTADA,06701,1.0,30.0,1.0,23.124,VENTA TOTAL,202404
1791,390,EJSIGCHO,PFCRIOLLOM,1791-001-0005048,ACEPTADA,0000132930,1.0,14.0,0.42857142857142855,7.847,VENTA PARCIAL,202404
1791,390,EJSIGCHO,MGHURTADO,1791-001-0005064,ACEPTADA,0000142809,0.16666666666666666,5.0,,,SIN VENTA,202404
1791,390,EJSIGCHO,,1791-001-0005044,ACEPTADA,08223,1.0,20.0,1.0,1.8,VENTA TOTAL,202404
1791,390,EJSIGCHO,PFCRIOLLOM,1791-001-0005048,ACEPTADA,0000142903,1.0,1.0,1.0,19.6161,VENTA TOTAL,202404
1791,390,DKROSADO,AEBUSTAMAN,1791-002-0005058,ACEPTADA,0000128838,2.0,20.0,2.2,29.88,VENTA TOTAL,202404
1791,390,DKROSADO,PFCRIOLLOM,1791-001-0005093,ACEPTADA,0000141905,1.0,1.0,1.0,34.9938,VENTA TOTAL,202404
1791,390,EJSIGCHO,MGHURTADO,1791-001-0005095,ACEPTADA,0000101883,1.0,1.0,2.0,21.7674,VENTA TOTAL,202404
1791,390,DKROSADO,,1791-001-0005006,ACEPTADA,0000128905,2.0,2.0,4.0,77.7622,VENTA TOTAL,202404
1791,390,DKROSADO,PFCRIOLLOM,1791-001-0005092,ACEPTADA,0000142382,1.0,1.0,1.0,10.7967,VENTA TOTAL,202404
1791,390,PAARMIJOSP,,1791-002-0005091,ACEPTADA,0000141667,0.4,12.0,0.5,6.75,VENTA TOTAL,202404
1791,390,DKROSADO,,1791-001-0005080,ACEPTADA,0000133230,0.55,11.0,2.0,31.4,VENTA TOTAL,202404
1791,390,PAARMIJOSP,GPMARTINEZ,1791-001-0005114,ACEPTADA,0000131110,1.0,1.0,1.0,13.8,VENTA TOTAL,202404
1791,390,DKROSADO,MGHURTADO,1791-001-0005084,ACEPTADA,0000128905,2.0,2.0,,,SIN VENTA,202404
1791,390,PAARMIJOSP,,1791-001-0005081,ACEPTADA,0000136319,1.0,10.0,2.0,44.66,VENTA TOTAL,202404
1791,390,EJSIGCHO,,1791-001-0005063,ACEPTADA,0000142809,0.16666666666666666,5.0,0.3333333333333333,7.28,VENTA TOTAL,202404
1791,390,DKROSADO,MCESPEJO,1791-001-0005009,ACEPTADA,0000128905,2.0,2.0,2.0,37.9522,VENTA TOTAL,202404
1791,390,EJSIGCHO,PFCRIOLLOM,1791-001-0005048,ACEPTADA,0000120195,1.0,20.0,0.5,3.901,VENTA PARCIAL,202404
1791,390,PAARMIJOSP,,1791-002-0005091,ACEPTADA,00285,0.8,8.0,2.8,38.4748,VENTA TOTAL,202404
1833,390,MEROMERO,PFCRIOLLOM,1833-051-0004363,ACEPTADA,0000141477,1.0,1.0,,,SIN VENTA,202404
1833,390,CIALVARADO,,1833-052-0004409,ACEPTADA,16370,3.0,3.0,6.0,3.46,VENTA TOTAL,202404
1833,390,CIALVARADO,,1833-052-0004362,ACEPTADA,05146,1.0,20.0,1.0,11.96,VENTA TOTAL,202404
1833,390,CIALVARADO,MCESPEJO,1833-051-0004351,ACEPTADA,0000135085,1.0,1.0,2.0,10.94,VENTA TOTAL,202404
1833,390,MEROMERO,PFCRIOLLOM,1833-051-0004390,ACEPTADA,12436,1.0,30.0,,,SIN VENTA,202404
1833,390,CIALVARADO,PFCRIOLLOM,1833-052-0004419,ACEPTADA,0000129081,1.0,1.0,,,SIN VENTA,202404
1833,390,CIALVARADO,MGHURTADO,1833-051-0004332,ACEPTADA,0000128997,1.0,30.0,1.0,40.8,VENTA TOTAL,202404
1833,390,CIALVARADO,,1833-051-0004355,ACEPTADA,0000138505,1.0,1.0,1.0,19.25,VENTA TOTAL,202404
1833,390,CIALVARADO,MGHURTADO,1833-052-0004384,ACEPTADA,0000130767,1.0,30.0,1.0,60.591,VENTA TOTAL,202404
1833,390,CIALVARADO,PFCRIOLLOM,1833-052-0004381,ACEPTADA,0000113441,0.5,14.0,2.0,55.936,VENTA TOTAL,202404
1833,390,CIALVARADO,,1833-052-0004410,ACEPTADA,16370,3.0,3.0,3.0,1.73,VENTA TOTAL,202404
1833,390,CIALVARADO,PFCRIOLLOM,1833-051-0004395,ACEPTADA,0000121682,1.0,60.0,,,SIN VENTA,202404
1833,390,CIALVARADO,,1833-052-0004362,ACEPTADA,0000137006,1.0,1.0,1.0,1.494,VENTA TOTAL,202404
1833,390,CIALVARADO,,1833-052-0004421,ACEPTADA,0000141637,3.0,3.0,3.0,37.8055,VENTA TOTAL,202404
1833,390,CIALVARADO,,1833-051-0004367,ACEPTADA,0000137742,1.0,20.0,1.0,27.876,VENTA TOTAL,202404
1833,390,CIALVARADO,MCESPEJO,1833-051-0004359,ACEPTADA,0000141477,2.0,2.0,,,SIN VENTA,202404
1833,390,MEROMERO,MGHURTADO,1833-051-0004375,ACEPTADA,0000141972,1.0,10.0,,,SIN VENTA,202404
1833,390,MEROMERO,,1833-051-0004369,ACEPTADA,0000119883,1.0,1.0,2.0,8.7249,VENTA TOTAL,202404
3170,390,YKGUAJALA,KAPINTA,3170-501-0001229,ACEPTADA,0000125272,1.0,16.0,2.0,16.0404,VENTA TOTAL,202404
3170,390,YKGUAJALA,MCESPEJO,3170-501-0001231,ACEPTADA,0000105574,1.0,1.0,,,SIN VENTA,202404
3170,390,YKGUAJALA,PFCRIOLLOM,3170-502-0001156,ACEPTADA,0000135095,1.0,2.0,,,SIN VENTA,202404
3170,390,YKGUAJALA,PFCRIOLLOM,3170-500-0001102,ACEPTADA,01782,1.0,30.0,2.0,28.35,VENTA TOTAL,202404
3170,390,YKGUAJALA,PFCRIOLLOM,3170-500-0001126,ACEPTADA,06269,1.0,1.0,1.0,16.7076,VENTA TOTAL,202404
3170,390,YKGUAJALA,GPMARTINEZ,3170-502-0001141,ACEPTADA,0000131577,1.0,10.0,1.0,4.9,VENTA TOTAL,202404
3170,390,MJVILLAFUE,AEBUSTAMAN,3170-502-0001177,ACEPTADA,28566,1.0,1.0,1.0,16.6964,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005558,ACEPTADA,07363,1.0,14.0,,,SIN VENTA,202404
1842,390,GCLOPEZ,PFCRIOLLOM,1842-501-0005371,ACEPTADA,0000109342,1.0,1.0,1.0,6.9712,VENTA TOTAL,202404
1842,390,JAQUINTERO,,1842-501-0005507,ACEPTADA,0000108990,1.0,1.0,1.0,4.2678,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-501-0005509,ACEPTADA,0000141372,1.0,1.0,1.0,18.92,VENTA TOTAL,202404
1842,390,JAQUINTERO,GPMARTINEZ,1842-500-0005500,ACEPTADA,0000130515,1.0,30.0,,,SIN VENTA,202404
1842,390,JAQUINTERO,,1842-500-0005551,ACEPTADA,0000134794,1.0,1.0,1.0,2.96,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-500-0005389,ACEPTADA,0000135564,1.0,1.0,1.0,7.5471,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005532,ACEPTADA,0000123550,0.5,14.0,,,SIN VENTA,202404
1842,390,JAQUINTERO,,1842-500-0005524,ACEPTADA,0000134937,1.0,15.0,1.0,21.264,VENTA TOTAL,202404
1842,390,GCLOPEZ,PFCRIOLLOM,1842-501-0005483,ACEPTADA,0000120666,1.0,1.0,,,SIN VENTA,202404
1842,390,JAQUINTERO,MGHURTADO,1842-501-0005394,ACEPTADA,0000101873,0.16666666666666666,1.0,0.16666666666666666,2.07,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005375,ACEPTADA,0000130826,1.6,16.0,1.7,24.31,VENTA TOTAL,202404
1842,390,GCLOPEZ,PFCRIOLLOM,1842-501-0005248,ACEPTADA,13345,2.0,20.0,3.0,23.28,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-500-0005527,ACEPTADA,0000109181,2.0,2.0,5.0,3.45,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-500-0005258,ACEPTADA,0000123221,2.0,10.0,4.0,33.4875,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005549,ACEPTADA,0000136297,1.0,1.0,,,SIN VENTA,202404
1842,390,JAQUINTERO,,1842-500-0005330,ACEPTADA,16488,1.0,10.0,1.0,2.48,VENTA TOTAL,202404
1842,390,GCLOPEZ,KAPINTA,1842-501-0005578,ACEPTADA,16375,9.0,9.0,21.0,12.11,VENTA TOTAL,202404
1842,390,JAQUINTERO,,1842-501-0005308,ACEPTADA,12334,1.0,1.0,1.0,2.588,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005451,ACEPTADA,0000124297,0.08333333333333333,1.0,0.08333333333333333,1.584,VENTA TOTAL,202404
1842,390,GCLOPEZ,PFCRIOLLOM,1842-501-0005492,ACEPTADA,0000141928,1.0,20.0,1.5,21.672,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-501-0005509,ACEPTADA,0000105451,1.0,1.0,1.0,4.33,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005523,ACEPTADA,16723,1.0,30.0,1.0,11.4,VENTA TOTAL,202404
1842,390,JAQUINTERO,,1842-500-0005280,ACEPTADA,06144,1.0,10.0,1.0,7.663,VENTA TOTAL,202404
1842,390,GCLOPEZ,,1842-501-0005434,ACEPTADA,0000125273,1.0,16.0,1.0,12.416,VENTA TOTAL,202404
1842,390,GCLOPEZ,MCESPEJO,1842-501-0005288,ANULADA,0000123986,3.0,3.0,,,ANULADA,202404
1842,390,JAQUINTERO,MGHURTADO,1842-501-0005394,ACEPTADA,0000137387,0.1,10.0,0.1,14.0,VENTA TOTAL,202404
1842,390,GCLOPEZ,,1842-501-0005233,ACEPTADA,0000134468,2.0,2.0,2.0,10.2429,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-500-0005351,ACEPTADA,16666,1.0,1.0,1.0,11.95,VENTA TOTAL,202404
1842,390,JAQUINTERO,,1842-500-0005261,ACEPTADA,0000142092,2.0,60.0,2.0,51.0,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-500-0005227,ACEPTADA,0000128922,1.0,1.0,1.0,14.4,VENTA TOTAL,202404
1842,390,GCLOPEZ,GPMARTINEZ,1842-501-0005498,ACEPTADA,0000143322,1.0,1.0,1.0,52.17,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005556,ACEPTADA,0000131824,2.0,2.0,6.0,188.4774,VENTA TOTAL,202404
1842,390,GCLOPEZ,MCESPEJO,1842-501-0005291,ACEPTADA,0000123986,3.0,3.0,,,SIN VENTA,202404
1842,390,JAQUINTERO,MGHURTADO,1842-500-0005517,ACEPTADA,12372,1.0,1.0,1.0,3.738,VENTA TOTAL,202404
1842,390,RYYAGUANA,,1842-500-0005547,ACEPTADA,0000109090,1.0,30.0,1.0,42.945,VENTA TOTAL,202404
1842,390,GCLOPEZ,PFCRIOLLOM,1842-501-0005457,ACEPTADA,0000135337,1.0,1.0,1.0,19.74,VENTA TOTAL,202404
1842,390,RYYAGUANA,,1842-500-0005547,ACEPTADA,0000126648,1.0,28.0,1.0,27.3441,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005532,ACEPTADA,12150,1.0,1.0,1.0,5.0304,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-501-0005509,ACEPTADA,0000104912,1.0,1.0,1.0,7.6038,VENTA TOTAL,202404
1842,390,JAQUINTERO,,1842-500-0005275,ACEPTADA,0000124232,1.0,1.0,1.0,3.0187,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-500-0005341,ACEPTADA,07055,2.0,4.0,,,SIN VENTA,202404
1842,390,GCLOPEZ,MGHURTADO,1842-501-0005583,ACEPTADA,0000136527,1.0,1.0,1.0,21.6964,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005556,ACEPTADA,0000120645,1.0,1.0,,,SIN VENTA,202404
1842,390,GCLOPEZ,MGHURTADO,1842-501-0005219,ACEPTADA,0000128215,1.0,1.0,1.0,23.336,VENTA TOTAL,202404
1842,390,JAQUINTERO,,1842-500-0005538,ACEPTADA,0000122957,1.0,14.0,1.0,13.3406,VENTA TOTAL,202404
1842,390,JAQUINTERO,PFCRIOLLOM,1842-500-0005375,ACEPTADA,0000132859,0.2,2.0,1.0,7.395,VENTA TOTAL,202404
1842,390,GCLOPEZ,,1842-501-0005466,ACEPTADA,0000136527,1.0,1.0,1.0,21.6964,VENTA TOTAL,202404
1842,390,JAQUINTERO,MGHURTADO,1842-500-0005517,ACEPTADA,0000119129,1.0,1.0,1.0,8.4979,VENTA TOTAL,202404
1842,390,JAQUINTERO,,1842-500-0005480,ACEPTADA,0000120640,1.0,1.0,1.0,21.0543,VENTA TOTAL,202404
1889,390,JGVALAREZO,,1889-501-0002291,ACEPTADA,17492,1.0,1.0,1.0,0.6588,VENTA TOTAL,202404
1889,390,YPJARA,,1889-500-0002338,ACEPTADA,0000103827,2.0,2.0,3.0,10.7775,VENTA TOTAL,202404
1889,390,JGVALAREZO,MCESPEJO,1889-501-0002284,ACEPTADA,0000103871,3.0,150.0,4.0,6.0,VENTA TOTAL,202404
1889,390,JGVALAREZO,,1889-501-0002291,ACEPTADA,08637,0.1,1.0,0.1,0.2765,VENTA TOTAL,202404
1889,390,YPJARA,GPMARTINEZ,1889-500-0002346,ACEPTADA,0000103679,0.16666666666666666,5.0,,,SIN VENTA,202404
1889,390,JGVALAREZO,,1889-501-0002325,ACEPTADA,0000137570,0.3333333333333333,10.0,0.3333333333333333,9.45,VENTA TOTAL,202404
1889,390,JGVALAREZO,MGHURTADO,1889-501-0002276,ACEPTADA,0000130655,0.3,3.0,,,SIN VENTA,202404
1889,390,YPJARA,,1889-500-0002351,ACEPTADA,0000132609,1.0,1.0,2.0,3.7125,VENTA TOTAL,202404
1889,390,YPJARA,MCESPEJO,1889-500-0002279,ACEPTADA,0000107967,1.0,30.0,1.0,100.44,VENTA TOTAL,202404
1889,390,JGVALAREZO,MCESPEJO,1889-501-0002283,ACEPTADA,0000130576,1.0,1.0,,,SIN VENTA,202404
1889,390,JGVALAREZO,,1889-501-0002325,ACEPTADA,0000135335,1.0,1.0,1.0,21.825,VENTA TOTAL,202404
1889,390,YPJARA,KOORTIZ,1889-500-0002330,ACEPTADA,0000137372,1.0,1.0,,,SIN VENTA,202404
2175,390,NABERMEO,PFCRIOLLOM,2175-500-0000159,ACEPTADA,0000138773,1.0,1.0,1.0,68.4,VENTA TOTAL,202404
2175,390,NABERMEO,PFCRIOLLOM,2175-500-0000177,ACEPTADA,0000143418,1.0,1.0,1.0,5.968,VENTA TOTAL,202404
2175,390,PPULLOAS,PFCRIOLLOM,2175-501-0000181,ACEPTADA,0000136625,0.3333333333333333,10.0,0.3333333333333333,17.425,VENTA TOTAL,202404
2175,390,PPULLOAS,PFCRIOLLOM,2175-501-0000165,ACEPTADA,0000122506,1.0,28.0,1.0,16.744,VENTA TOTAL,202404
2175,390,NABERMEO,PFCRIOLLOM,2175-500-0000183,ACEPTADA,0000119979,1.0,30.0,1.0,31.875,VENTA TOTAL,202404
2175,390,PPULLOAS,PFCRIOLLOM,2175-501-0000162,ACEPTADA,0000132954,1.0,1.0,1.0,37.5984,VENTA TOTAL,202404
1867,390,CMCAMPOVER,MCESPEJO,1867-501-0006251,ACEPTADA,0000134969,2.0,2.0,2.0,7.9488,VENTA TOTAL,202404
1867,390,KIBAUTISTA,PFCRIOLLOM,1867-502-0006247,ACEPTADA,05358,1.0,1.0,1.0,10.1999,VENTA TOTAL,202404
1867,390,CMCAMPOVER,PFCRIOLLOM,1867-501-0006255,ACEPTADA,12450,0.6666666666666666,20.0,0.6666666666666666,16.0,VENTA TOTAL,202404
1867,390,CMCAMPOVER,PFCRIOLLOM,1867-501-0006284,ACEPTADA,0000133144,6.0,6.0,10.0,113.5536,VENTA TOTAL,202404
1867,390,CMCAMPOVER,,1867-501-0006361,ACEPTADA,0000132962,0.4,2.0,0.4,42.24,VENTA TOTAL,202404
470,390,TFCELI,,470-002-0012155,ACEPTADA,07377,1.0,30.0,1.0,56.145,VENTA TOTAL,202404
470,390,MPROJASCH,,470-001-0012048,ACEPTADA,0000112198,0.25,7.0,1.0,22.848,VENTA TOTAL,202404
470,390,TFCELI,,470-002-0012154,ACEPTADA,0000138502,0.8,8.0,0.8,7.1712,VENTA TOTAL,202404
470,390,MPROJASCH,GPMARTINEZ,470-002-0012104,ACEPTADA,06074,1.0,14.0,,,SIN VENTA,202404
470,390,TFCELI,MGHURTADO,470-002-0012078,ACEPTADA,10749,2.0,2.0,,,SIN VENTA,202404
470,390,MPROJASCH,,470-001-0012052,ACEPTADA,0000120493,1.0,30.0,1.0,14.349,VENTA TOTAL,202404
470,390,MPROJASCH,,470-001-0012146,ACEPTADA,0000141102,1.0,1.0,1.0,17.55,VENTA TOTAL,202404
470,390,TFCELI,,470-002-0012079,ACEPTADA,0000128973,1.0,14.0,0.35714285714285715,6.57,VENTA PARCIAL,202404
470,390,TFCELI,,470-002-0012098,ACEPTADA,0000135810,0.2,2.0,2.0,15.8,VENTA TOTAL,202404
470,390,MPROJASCH,MGHURTADO,470-001-0012121,ACEPTADA,0000141868,1.0,1.0,,,SIN VENTA,202404
470,390,TFCELI,KAPINTA,470-002-0012161,ACEPTADA,0000141038,1.0,1.0,,,SIN VENTA,202404
470,390,TFCELI,,470-002-0012100,ACEPTADA,0000109090,1.0,30.0,1.0,42.945,VENTA TOTAL,202404
470,390,MPROJASCH,,470-001-0012156,ACEPTADA,05177,1.0,1.0,1.0,8.0,VENTA TOTAL,202404
470,390,TFCELI,PFCRIOLLOM,470-002-0012045,ACEPTADA,12082,1.0,1.0,1.0,3.6,VENTA TOTAL,202404
470,390,MPROJASCH,MGHURTADO,470-001-0012144,ANULADA,0000141102,1.0,1.0,,,ANULADA,202404
470,390,MPROJASCH,PFCRIOLLOM,470-001-0012163,ACEPTADA,0000136749,1.0,6.0,1.0,2.7768,VENTA TOTAL,202404
470,390,MPROJASCH,GPMARTINEZ,470-002-0012135,ACEPTADA,09715,1.0,1.0,1.0,4.3938,VENTA TOTAL,202404
470,390,TFCELI,PFCRIOLLOM,470-002-0012129,ACEPTADA,0000121791,1.0,30.0,2.0,70.2765,VENTA TOTAL,202404
470,390,MPROJASCH,,470-001-0012167,ACEPTADA,0000124506,1.0,60.0,1.0,10.842,VENTA TOTAL,202404
470,390,TFCELI,,470-002-0012031,ACEPTADA,10404,1.0,1.0,1.0,26.44,VENTA TOTAL,202404
470,390,MPROJASCH,PFCRIOLLOM,470-001-0012164,ACEPTADA,0000133655,3.0,3.0,3.0,31.5372,VENTA TOTAL,202404
470,390,MPROJASCH,GPMARTINEZ,470-002-0012136,ACEPTADA,0000136337,1.0,28.0,1.0,27.4512,VENTA TOTAL,202404
470,390,TFCELI,MGHURTADO,470-002-0012172,ACEPTADA,0000133121,1.0,1.0,1.0,0.0,VENTA TOTAL,202404
470,390,MPROJASCH,MGHURTADO,470-001-0012105,ACEPTADA,0000139534,1.0,30.0,,,SIN VENTA,202404
470,390,TFCELI,,470-002-0012140,ACEPTADA,13893,0.06666666666666667,2.0,0.4,1.9116,VENTA TOTAL,202404
470,390,TFCELI,,470-002-0012117,ACEPTADA,0000143259,0.3333333333333333,10.0,0.3333333333333333,20.24,VENTA TOTAL,202404
470,390,MPROJASCH,PFCRIOLLOM,470-001-0012163,ACEPTADA,0000133552,1.0,1.0,1.0,36.613,VENTA TOTAL,202404
470,390,MPROJASCH,,470-002-0012139,ACEPTADA,0000143389,1.0,1.0,1.0,9.877,VENTA TOTAL,202404
470,390,MPROJASCH,MGHURTADO,470-001-0012068,ACEPTADA,0000126770,0.25,6.0,1.1666666666666667,19.152,VENTA TOTAL,202404
470,390,MPROJASCH,,470-001-0012177,ACEPTADA,13893,1.0,30.0,1.0,4.779,VENTA TOTAL,202404
470,390,MPROJASCH,,470-001-0012036,ACEPTADA,0000121781,1.0,30.0,1.0,31.92,VENTA TOTAL,202404
470,390,TFCELI,MGHURTADO,470-002-0012067,ACEPTADA,0000126648,1.0,28.0,1.0,27.3441,VENTA TOTAL,202404
470,390,MPROJASCH,PFCRIOLLOM,470-001-0012163,ACEPTADA,0000109177,1.0,1.0,,,SIN VENTA,202404
470,390,MPROJASCH,,470-002-0012103,ACEPTADA,0000135164,1.0,20.0,0.5,31.008,VENTA PARCIAL,202404
470,390,MPROJASCH,MGHURTADO,470-001-0012069,ACEPTADA,0000126770,0.75,18.0,1.1666666666666667,19.152,VENTA TOTAL,202404
3186,390,JPCUEVA,AEBUSTAMAN,3186-500-0000151,ACEPTADA,0000133129,1.0,1.0,1.0,12.6,VENTA TOTAL,202404
3186,390,KJPAZC,PFCRIOLLOM,3186-502-0000137,ACEPTADA,0000102466,3.0,3.0,9.0,3.7449,VENTA TOTAL,202404
3186,390,KJPAZC,PFCRIOLLOM,3186-502-0000136,ACEPTADA,0000133716,0.04,1.0,0.04,0.468,VENTA TOTAL,202404
3186,390,JPCUEVA,PFCRIOLLOM,3186-500-0000135,ACEPTADA,0000133655,1.0,1.0,,,SIN VENTA,202404
3186,390,KJPAZC,,3186-502-0000139,ACEPTADA,0000102466,1.0,1.0,9.0,3.7449,VENTA TOTAL,202404
3186,390,SPGONZALEZ,,3186-501-0000150,ACEPTADA,0000123567,1.0,1.0,1.0,22.0562,VENTA TOTAL,202404
3186,390,KJPAZC,PFCRIOLLOM,3186-502-0000138,ACEPTADA,0000102466,1.0,1.0,9.0,3.7449,VENTA TOTAL,202404
3186,390,KJPAZC,GPMARTINEZ,3186-502-0000175,ACEPTADA,0000142764,2.0,2.0,,,SIN VENTA,202404
2169,390,AEMERA,,2169-501-0000828,ACEPTADA,0000106470,1.0,1.0,1.0,5.95,VENTA TOTAL,202404
2169,390,AEMERA,PFCRIOLLOM,2169-501-0000744,ACEPTADA,0000129191,2.0,60.0,3.0,64.8,VENTA TOTAL,202404
2169,390,AEMERA,PFCRIOLLOM,2169-501-0000791,ACEPTADA,0000130971,1.0,1.0,1.0,45.4598,VENTA TOTAL,202404
2169,390,RYYAGUANA,GPMARTINEZ,2169-500-0000795,ACEPTADA,0000142031,1.0,28.0,2.0,57.477,VENTA TOTAL,202404
2169,390,RYYAGUANA,PFCRIOLLOM,2169-500-0000794,ACEPTADA,0000142031,1.0,28.0,2.0,57.477,VENTA TOTAL,202404
2169,390,RYYAGUANA,,2169-500-0000801,ACEPTADA,0000127071,1.0,1.0,1.0,10.0,VENTA TOTAL,202404
2169,390,AEMERA,PFCRIOLLOM,2169-501-0000832,ACEPTADA,0000130985,1.0,30.0,,,SIN VENTA,202404
2169,390,AEMERA,GPMARTINEZ,2169-501-0000803,ACEPTADA,0000117274,1.2,24.0,1.5,22.983,VENTA TOTAL,202404
2169,390,RYYAGUANA,MGHURTADO,2169-502-0000737,ACEPTADA,0000139193,2.0,60.0,,,SIN VENTA,202404
2169,390,RYYAGUANA,GPMARTINEZ,2169-501-0000806,ACEPTADA,0000130985,1.0,30.0,1.0,27.6,VENTA TOTAL,202404
1811,390,JMINIGUEZ,,1811-052-0003819,ACEPTADA,0000135812,0.5,7.0,1.5,38.6232,VENTA TOTAL,202404
1811,390,JMINIGUEZ,MGHURTADO,1811-052-0003841,ACEPTADA,08517,0.2,10.0,0.2,1.208,VENTA TOTAL,202404
1811,390,VAORTIZ,,1811-051-0003807,ACEPTADA,0000133355,1.0,1.0,1.0,20.0,VENTA TOTAL,202404
1811,390,VAORTIZ,MCESPEJO,1811-051-0003808,ACEPTADA,0000142809,1.0,30.0,2.0,43.68,VENTA TOTAL,202404
1811,390,VAORTIZ,PFCRIOLLOM,1811-051-0003796,ACEPTADA,0000142223,2.0,2.0,1.0,5.2,VENTA PARCIAL,202404
1811,390,VAORTIZ,,1811-051-0003800,ACEPTADA,0000121996,1.0,60.0,1.0,15.84,VENTA TOTAL,202404
